ds,county,y
2020-02-22,Mecklenburg,1287
2020-02-22,Pitt,317
2020-02-23,Cabarrus,313
2020-02-23,Caldwell,156
2020-02-23,Davidson,266
2020-02-23,Durham,398
2020-02-23,Mecklenburg,1404
2020-02-23,Pitt,346
2020-02-24,Cabarrus,300
2020-02-24,Caldwell,150
2020-02-24,Davidson,255
2020-02-24,Durham,381
2020-02-24,Mecklenburg,1346
2020-02-24,Pitt,332
2020-02-25,Cabarrus,274
2020-02-25,Caldwell,137
2020-02-25,Davidson,233
2020-02-25,Durham,348
2020-02-25,Mecklenburg,1229
2020-02-25,Pitt,303
2020-02-26,Cabarrus,248
2020-02-26,Caldwell,124
2020-02-26,Davidson,211
2020-02-26,Durham,315
2020-02-26,Mecklenburg,1112
2020-02-26,Pitt,274
2020-02-27,Cabarrus,261
2020-02-27,Caldwell,130
2020-02-27,Davidson,222
2020-02-27,Durham,331
2020-02-27,Mecklenburg,1170
2020-02-27,Pitt,288
2020-02-28,Cabarrus,261
2020-02-28,Caldwell,130
2020-02-28,Davidson,222
2020-02-28,Durham,331
2020-02-28,Mecklenburg,1170
2020-02-28,Pitt,288
2020-02-29,Cabarrus,287
2020-02-29,Caldwell,143
2020-02-29,Davidson,244
2020-02-29,Durham,365
2020-02-29,Mecklenburg,1287
2020-02-29,Pitt,317
2020-03-01,Cabarrus,253
2020-03-01,Caldwell,133
2020-03-01,Davidson,224
2020-03-01,Durham,322
2020-03-01,Mecklenburg,1200
2020-03-01,Pitt,269
2020-03-02,Cabarrus,243
2020-03-02,Caldwell,127
2020-03-02,Davidson,214
2020-03-02,Durham,309
2020-03-02,Mecklenburg,1150
2020-03-02,Pitt,258
2020-03-03,Cabarrus,222
2020-03-03,Caldwell,116
2020-03-03,Davidson,196
2020-03-03,Durham,282
2020-03-03,Mecklenburg,1050
2020-03-03,Pitt,235
2020-03-04,Cabarrus,200
2020-03-04,Caldwell,105
2020-03-04,Davidson,177
2020-03-04,Durham,255
2020-03-04,Mecklenburg,950
2020-03-04,Pitt,213
2020-03-05,Cabarrus,211
2020-03-05,Caldwell,111
2020-03-05,Davidson,186
2020-03-05,Durham,269
2020-03-05,Mecklenburg,1000
2020-03-05,Pitt,224
2020-03-06,Cabarrus,211
2020-03-06,Caldwell,111
2020-03-06,Davidson,186
2020-03-06,Durham,269
2020-03-06,Mecklenburg,1000
2020-03-06,Pitt,224
2020-03-07,Cabarrus,232
2020-03-07,Caldwell,122
2020-03-07,Davidson,205
2020-03-07,Durham,296
2020-03-07,Mecklenburg,1100
2020-03-07,Pitt,247
2020-03-08,Cabarrus,253
2020-03-08,Caldwell,133
2020-03-08,Davidson,224
2020-03-08,Durham,322
2020-03-08,Mecklenburg,1200
2020-03-08,Pitt,269
2020-03-09,Cabarrus,243
2020-03-09,Caldwell,127
2020-03-09,Davidson,214
2020-03-09,Durham,309
2020-03-09,Mecklenburg,1150
2020-03-09,Pitt,258
2020-03-10,Cabarrus,222
2020-03-10,Caldwell,116
2020-03-10,Davidson,196
2020-03-10,Durham,282
2020-03-10,Mecklenburg,1050
2020-03-10,Pitt,235
2020-03-11,Cabarrus,200
2020-03-11,Caldwell,105
2020-03-11,Davidson,177
2020-03-11,Durham,255
2020-03-11,Mecklenburg,950
2020-03-11,Pitt,213
2020-03-12,Cabarrus,211
2020-03-12,Caldwell,111
2020-03-12,Davidson,186
2020-03-12,Durham,269
2020-03-12,Mecklenburg,1000
2020-03-12,Pitt,224
2020-03-13,Cabarrus,211
2020-03-13,Caldwell,111
2020-03-13,Davidson,186
2020-03-13,Durham,269
2020-03-13,Mecklenburg,1000
2020-03-13,Pitt,224
2020-03-14,Cabarrus,232
2020-03-14,Caldwell,122
2020-03-14,Davidson,205
2020-03-14,Durham,296
2020-03-14,Mecklenburg,1100
2020-03-14,Pitt,247
2020-03-15,Cabarrus,253
2020-03-15,Caldwell,133
2020-03-15,Davidson,224
2020-03-15,Durham,322
2020-03-15,Mecklenburg,1200
2020-03-15,Pitt,269
2020-03-16,Cabarrus,243
2020-03-16,Caldwell,127
2020-03-16,Davidson,214
2020-03-16,Durham,309
2020-03-16,Mecklenburg,1150
2020-03-16,Pitt,258
2020-03-17,Cabarrus,222
2020-03-17,Caldwell,116
2020-03-17,Davidson,196
2020-03-17,Durham,282
2020-03-17,Mecklenburg,1050
2020-03-17,Pitt,235
2020-03-18,Cabarrus,200
2020-03-18,Caldwell,105
2020-03-18,Davidson,177
2020-03-18,Durham,255
2020-03-18,Mecklenburg,950
2020-03-18,Pitt,213
2020-03-19,Cabarrus,211
2020-03-19,Caldwell,111
2020-03-19,Davidson,186
2020-03-19,Durham,269
2020-03-19,Mecklenburg,1000
2020-03-19,Pitt,224
2020-03-20,Cabarrus,211
2020-03-20,Caldwell,111
2020-03-20,Davidson,186
2020-03-20,Durham,269
2020-03-20,Mecklenburg,1000
2020-03-20,Pitt,224
2020-03-21,Cabarrus,232
2020-03-21,Caldwell,122
2020-03-21,Davidson,205
2020-03-21,Durham,296
2020-03-21,Mecklenburg,1100
2020-03-21,Pitt,247
2020-03-22,Cabarrus,253
2020-03-22,Caldwell,133
2020-03-22,Davidson,224
2020-03-22,Durham,322
2020-03-22,Mecklenburg,1200
2020-03-22,Pitt,269
2020-03-23,Cabarrus,243
2020-03-23,Caldwell,127
2020-03-23,Davidson,214
2020-03-23,Durham,309
2020-03-23,Mecklenburg,1150
2020-03-23,Pitt,258
2020-03-24,Cabarrus,222
2020-03-24,Caldwell,116
2020-03-24,Davidson,196
2020-03-24,Durham,282
2020-03-24,Mecklenburg,1050
2020-03-24,Pitt,235
2020-03-25,Cabarrus,200
2020-03-25,Caldwell,105
2020-03-25,Davidson,177
2020-03-25,Durham,255
2020-03-25,Mecklenburg,950
2020-03-25,Pitt,213
2020-03-26,Cabarrus,211
2020-03-26,Caldwell,111
2020-03-26,Davidson,186
2020-03-26,Durham,269
2020-03-26,Mecklenburg,1000
2020-03-26,Pitt,224
2020-03-27,Cabarrus,211
2020-03-27,Caldwell,111
2020-03-27,Davidson,186
2020-03-27,Durham,269
2020-03-27,Mecklenburg,1000
2020-03-27,Pitt,224
2020-03-28,Cabarrus,232
2020-03-28,Caldwell,122
2020-03-28,Davidson,205
2020-03-28,Durham,296
2020-03-28,Mecklenburg,1100
2020-03-28,Pitt,247
2020-03-29,Cabarrus,253
2020-03-29,Caldwell,133
2020-03-29,Davidson,224
2020-03-29,Durham,322
2020-03-29,Mecklenburg,1200
2020-03-29,Pitt,269
2020-03-30,Cabarrus,243
2020-03-30,Caldwell,127
2020-03-30,Davidson,214
2020-03-30,Durham,309
2020-03-30,Mecklenburg,1150
2020-03-30,Pitt,258
2020-03-31,Cabarrus,222
2020-03-31,Caldwell,116
2020-03-31,Davidson,196
2020-03-31,Durham,282
2020-03-31,Mecklenburg,1050
2020-03-31,Pitt,235
2020-04-01,Cabarrus,138
2020-04-01,Caldwell,69
2020-04-01,Davidson,117
2020-04-01,Durham,179
2020-04-01,Mecklenburg,597
2020-04-01,Pitt,125
2020-04-02,Cabarrus,145
2020-04-02,Caldwell,72
2020-04-02,Davidson,123
2020-04-02,Durham,188
2020-04-02,Mecklenburg,628
2020-04-02,Pitt,131
2020-04-03,Cabarrus,145
2020-04-03,Caldwell,72
2020-04-03,Davidson,123
2020-04-03,Durham,188
2020-04-03,Mecklenburg,628
2020-04-03,Pitt,131
2020-04-04,Cabarrus,160
2020-04-04,Caldwell,80
2020-04-04,Davidson,135
2020-04-04,Durham,207
2020-04-04,Mecklenburg,691
2020-04-04,Pitt,144
2020-04-05,Cabarrus,174
2020-04-05,Caldwell,87
2020-04-05,Davidson,147
2020-04-05,Durham,225
2020-04-05,Mecklenburg,754
2020-04-05,Pitt,158
2020-04-06,Cabarrus,167
2020-04-06,Caldwell,83
2020-04-06,Davidson,141
2020-04-06,Durham,216
2020-04-06,Mecklenburg,722
2020-04-06,Pitt,151
2020-04-07,Cabarrus,152
2020-04-07,Caldwell,76
2020-04-07,Davidson,129
2020-04-07,Durham,197
2020-04-07,Mecklenburg,660
2020-04-07,Pitt,138
2020-04-08,Cabarrus,138
2020-04-08,Caldwell,69
2020-04-08,Davidson,117
2020-04-08,Durham,179
2020-04-08,Mecklenburg,597
2020-04-08,Pitt,125
2020-04-09,Cabarrus,145
2020-04-09,Caldwell,72
2020-04-09,Davidson,123
2020-04-09,Durham,188
2020-04-09,Mecklenburg,628
2020-04-09,Pitt,131
2020-04-10,Cabarrus,145
2020-04-10,Caldwell,72
2020-04-10,Davidson,123
2020-04-10,Durham,188
2020-04-10,Mecklenburg,628
2020-04-10,Pitt,131
2020-04-11,Cabarrus,160
2020-04-11,Caldwell,80
2020-04-11,Davidson,135
2020-04-11,Durham,207
2020-04-11,Mecklenburg,691
2020-04-11,Pitt,144
2020-04-12,Cabarrus,174
2020-04-12,Caldwell,87
2020-04-12,Davidson,147
2020-04-12,Durham,225
2020-04-12,Mecklenburg,754
2020-04-12,Pitt,158
2020-04-13,Cabarrus,167
2020-04-13,Caldwell,83
2020-04-13,Davidson,141
2020-04-13,Durham,216
2020-04-13,Mecklenburg,722
2020-04-13,Pitt,151
2020-04-14,Cabarrus,152
2020-04-14,Caldwell,76
2020-04-14,Davidson,129
2020-04-14,Durham,197
2020-04-14,Mecklenburg,660
2020-04-14,Pitt,138
2020-04-15,Cabarrus,138
2020-04-15,Caldwell,69
2020-04-15,Davidson,117
2020-04-15,Durham,179
2020-04-15,Mecklenburg,597
2020-04-15,Pitt,125
2020-04-16,Cabarrus,145
2020-04-16,Caldwell,72
2020-04-16,Davidson,123
2020-04-16,Durham,188
2020-04-16,Mecklenburg,628
2020-04-16,Pitt,131
2020-04-17,Cabarrus,145
2020-04-17,Caldwell,72
2020-04-17,Davidson,123
2020-04-17,Durham,188
2020-04-17,Mecklenburg,628
2020-04-17,Pitt,131
2020-04-18,Cabarrus,160
2020-04-18,Caldwell,80
2020-04-18,Davidson,135
2020-04-18,Durham,207
2020-04-18,Mecklenburg,691
2020-04-18,Pitt,144
2020-04-19,Cabarrus,174
2020-04-19,Caldwell,87
2020-04-19,Davidson,147
2020-04-19,Durham,225
2020-04-19,Mecklenburg,754
2020-04-19,Pitt,158
2020-04-20,Cabarrus,167
2020-04-20,Caldwell,83
2020-04-20,Davidson,141
2020-04-20,Durham,216
2020-04-20,Mecklenburg,722
2020-04-20,Pitt,151
2020-04-21,Cabarrus,152
2020-04-21,Caldwell,76
2020-04-21,Davidson,129
2020-04-21,Durham,197
2020-04-21,Mecklenburg,660
2020-04-21,Pitt,138
2020-04-22,Cabarrus,138
2020-04-22,Caldwell,69
2020-04-22,Davidson,117
2020-04-22,Durham,179
2020-04-22,Mecklenburg,597
2020-04-22,Pitt,125
2020-04-23,Cabarrus,145
2020-04-23,Caldwell,72
2020-04-23,Davidson,123
2020-04-23,Durham,188
2020-04-23,Mecklenburg,628
2020-04-23,Pitt,131
2020-04-24,Cabarrus,145
2020-04-24,Caldwell,72
2020-04-24,Davidson,123
2020-04-24,Durham,188
2020-04-24,Mecklenburg,628
2020-04-24,Pitt,131
2020-04-25,Cabarrus,160
2020-04-25,Caldwell,80
2020-04-25,Davidson,135
2020-04-25,Durham,207
2020-04-25,Mecklenburg,691
2020-04-25,Pitt,144
2020-04-26,Cabarrus,174
2020-04-26,Caldwell,87
2020-04-26,Davidson,147
2020-04-26,Durham,225
2020-04-26,Mecklenburg,754
2020-04-26,Pitt,158
2020-04-27,Cabarrus,167
2020-04-27,Caldwell,83
2020-04-27,Davidson,141
2020-04-27,Durham,216
2020-04-27,Mecklenburg,722
2020-04-27,Pitt,151
2020-04-28,Cabarrus,152
2020-04-28,Caldwell,76
2020-04-28,Davidson,129
2020-04-28,Durham,197
2020-04-28,Mecklenburg,660
2020-04-28,Pitt,138
2020-04-29,Cabarrus,138
2020-04-29,Caldwell,69
2020-04-29,Davidson,117
2020-04-29,Durham,179
2020-04-29,Mecklenburg,597
2020-04-29,Pitt,125
2020-04-30,Cabarrus,145
2020-04-30,Caldwell,72
2020-04-30,Davidson,123
2020-04-30,Durham,188
2020-04-30,Mecklenburg,628
2020-04-30,Pitt,131
2020-05-01,Cabarrus,170
2020-05-01,Caldwell,92
2020-05-01,Davidson,148
2020-05-01,Durham,223
2020-05-01,Mecklenburg,738
2020-05-01,Pitt,157
2020-05-02,Cabarrus,187
2020-05-02,Caldwell,101
2020-05-02,Davidson,163
2020-05-02,Durham,245
2020-05-02,Mecklenburg,811
2020-05-02,Pitt,173
2020-05-03,Cabarrus,204
2020-05-03,Caldwell,110
2020-05-03,Davidson,178
2020-05-03,Durham,267
2020-05-03,Mecklenburg,885
2020-05-03,Pitt,188
2020-05-04,Cabarrus,196
2020-05-04,Caldwell,106
2020-05-04,Davidson,170
2020-05-04,Durham,256
2020-05-04,Mecklenburg,848
2020-05-04,Pitt,181
2020-05-05,Cabarrus,179
2020-05-05,Caldwell,97
2020-05-05,Davidson,155
2020-05-05,Durham,234
2020-05-05,Mecklenburg,774
2020-05-05,Pitt,165
2020-05-06,Cabarrus,162
2020-05-06,Caldwell,87
2020-05-06,Davidson,141
2020-05-06,Durham,211
2020-05-06,Mecklenburg,701
2020-05-06,Pitt,149
2020-05-07,Cabarrus,170
2020-05-07,Caldwell,92
2020-05-07,Davidson,148
2020-05-07,Durham,223
2020-05-07,Mecklenburg,738
2020-05-07,Pitt,157
2020-05-08,Cabarrus,170
2020-05-08,Caldwell,92
2020-05-08,Davidson,148
2020-05-08,Durham,223
2020-05-08,Mecklenburg,738
2020-05-08,Pitt,157
2020-05-09,Cabarrus,187
2020-05-09,Caldwell,101
2020-05-09,Davidson,163
2020-05-09,Durham,245
2020-05-09,Mecklenburg,811
2020-05-09,Pitt,173
2020-05-10,Cabarrus,204
2020-05-10,Caldwell,110
2020-05-10,Davidson,178
2020-05-10,Durham,267
2020-05-10,Mecklenburg,885
2020-05-10,Pitt,188
2020-05-11,Cabarrus,196
2020-05-11,Caldwell,106
2020-05-11,Davidson,170
2020-05-11,Durham,256
2020-05-11,Mecklenburg,848
2020-05-11,Pitt,181
2020-05-12,Cabarrus,179
2020-05-12,Caldwell,97
2020-05-12,Davidson,155
2020-05-12,Durham,234
2020-05-12,Mecklenburg,774
2020-05-12,Pitt,165
2020-05-13,Cabarrus,162
2020-05-13,Caldwell,87
2020-05-13,Davidson,141
2020-05-13,Durham,211
2020-05-13,Mecklenburg,701
2020-05-13,Pitt,149
2020-05-14,Cabarrus,170
2020-05-14,Caldwell,92
2020-05-14,Davidson,148
2020-05-14,Durham,223
2020-05-14,Mecklenburg,738
2020-05-14,Pitt,157
2020-05-15,Cabarrus,170
2020-05-15,Caldwell,92
2020-05-15,Davidson,148
2020-05-15,Durham,223
2020-05-15,Mecklenburg,738
2020-05-15,Pitt,157
2020-05-16,Cabarrus,187
2020-05-16,Caldwell,101
2020-05-16,Davidson,163
2020-05-16,Durham,245
2020-05-16,Mecklenburg,811
2020-05-16,Pitt,173
2020-05-17,Cabarrus,204
2020-05-17,Caldwell,110
2020-05-17,Davidson,178
2020-05-17,Durham,267
2020-05-17,Mecklenburg,885
2020-05-17,Pitt,188
2020-05-18,Cabarrus,196
2020-05-18,Caldwell,106
2020-05-18,Davidson,170
2020-05-18,Durham,256
2020-05-18,Mecklenburg,848
2020-05-18,Pitt,181
2020-05-19,Cabarrus,179
2020-05-19,Caldwell,97
2020-05-19,Davidson,155
2020-05-19,Durham,234
2020-05-19,Mecklenburg,774
2020-05-19,Pitt,165
2020-05-20,Cabarrus,162
2020-05-20,Caldwell,87
2020-05-20,Davidson,141
2020-05-20,Durham,211
2020-05-20,Mecklenburg,701
2020-05-20,Pitt,149
2020-05-21,Cabarrus,170
2020-05-21,Caldwell,92
2020-05-21,Davidson,148
2020-05-21,Durham,223
2020-05-21,Mecklenburg,738
2020-05-21,Pitt,157
2020-05-22,Cabarrus,170
2020-05-22,Caldwell,92
2020-05-22,Davidson,148
2020-05-22,Durham,223
2020-05-22,Mecklenburg,738
2020-05-22,Pitt,157
2020-05-23,Cabarrus,187
2020-05-23,Caldwell,101
2020-05-23,Davidson,163
2020-05-23,Durham,245
2020-05-23,Mecklenburg,811
2020-05-23,Pitt,173
2020-05-24,Cabarrus,204
2020-05-24,Caldwell,110
2020-05-24,Davidson,178
2020-05-24,Durham,267
2020-05-24,Mecklenburg,885
2020-05-24,Pitt,188
2020-05-25,Cabarrus,196
2020-05-25,Caldwell,106
2020-05-25,Davidson,170
2020-05-25,Durham,256
2020-05-25,Mecklenburg,848
2020-05-25,Pitt,181
2020-05-26,Cabarrus,179
2020-05-26,Caldwell,97
2020-05-26,Davidson,155
2020-05-26,Durham,234
2020-05-26,Mecklenburg,774
2020-05-26,Pitt,165
2020-05-27,Cabarrus,162
2020-05-27,Caldwell,87
2020-05-27,Davidson,141
2020-05-27,Durham,211
2020-05-27,Mecklenburg,701
2020-05-27,Pitt,149
2020-05-28,Cabarrus,170
2020-05-28,Caldwell,92
2020-05-28,Davidson,148
2020-05-28,Durham,223
2020-05-28,Mecklenburg,738
2020-05-28,Pitt,157
2020-05-29,Cabarrus,170
2020-05-29,Caldwell,92
2020-05-29,Davidson,148
2020-05-29,Durham,223
2020-05-29,Mecklenburg,738
2020-05-29,Pitt,157
2020-05-30,Cabarrus,187
2020-05-30,Caldwell,101
2020-05-30,Davidson,163
2020-05-30,Durham,245
2020-05-30,Mecklenburg,811
2020-05-30,Pitt,173
2020-05-31,Cabarrus,204
2020-05-31,Caldwell,110
2020-05-31,Davidson,178
2020-05-31,Durham,267
2020-05-31,Mecklenburg,885
2020-05-31,Pitt,188
2020-06-01,Cabarrus,232
2020-06-01,Caldwell,115
2020-06-01,Davidson,202
2020-06-01,Durham,302
2020-06-01,Mecklenburg,1009
2020-06-01,Pitt,208
2020-06-02,Cabarrus,212
2020-06-02,Caldwell,105
2020-06-02,Davidson,185
2020-06-02,Durham,276
2020-06-02,Mecklenburg,922
2020-06-02,Pitt,190
2020-06-03,Cabarrus,192
2020-06-03,Caldwell,95
2020-06-03,Davidson,167
2020-06-03,Durham,250
2020-06-03,Mecklenburg,834
2020-06-03,Pitt,172
2020-06-04,Cabarrus,202
2020-06-04,Caldwell,100
2020-06-04,Davidson,176
2020-06-04,Durham,263
2020-06-04,Mecklenburg,878
2020-06-04,Pitt,181
2020-06-05,Cabarrus,202
2020-06-05,Caldwell,100
2020-06-05,Davidson,176
2020-06-05,Durham,263
2020-06-05,Mecklenburg,878
2020-06-05,Pitt,181
2020-06-06,Cabarrus,222
2020-06-06,Caldwell,110
2020-06-06,Davidson,194
2020-06-06,Durham,289
2020-06-06,Mecklenburg,966
2020-06-06,Pitt,199
2020-06-07,Cabarrus,242
2020-06-07,Caldwell,120
2020-06-07,Davidson,211
2020-06-07,Durham,316
2020-06-07,Mecklenburg,1053
2020-06-07,Pitt,217
2020-06-08,Cabarrus,232
2020-06-08,Caldwell,115
2020-06-08,Davidson,202
2020-06-08,Durham,302
2020-06-08,Mecklenburg,1009
2020-06-08,Pitt,208
2020-06-09,Cabarrus,212
2020-06-09,Caldwell,105
2020-06-09,Davidson,185
2020-06-09,Durham,276
2020-06-09,Mecklenburg,922
2020-06-09,Pitt,190
2020-06-10,Cabarrus,192
2020-06-10,Caldwell,95
2020-06-10,Davidson,167
2020-06-10,Durham,250
2020-06-10,Mecklenburg,834
2020-06-10,Pitt,172
2020-06-11,Cabarrus,202
2020-06-11,Caldwell,100
2020-06-11,Davidson,176
2020-06-11,Durham,263
2020-06-11,Mecklenburg,878
2020-06-11,Pitt,181
2020-06-12,Cabarrus,202
2020-06-12,Caldwell,100
2020-06-12,Davidson,176
2020-06-12,Durham,263
2020-06-12,Mecklenburg,878
2020-06-12,Pitt,181
2020-06-13,Cabarrus,222
2020-06-13,Caldwell,110
2020-06-13,Davidson,194
2020-06-13,Durham,289
2020-06-13,Mecklenburg,966
2020-06-13,Pitt,199
2020-06-14,Cabarrus,242
2020-06-14,Caldwell,120
2020-06-14,Davidson,211
2020-06-14,Durham,316
2020-06-14,Mecklenburg,1053
2020-06-14,Pitt,217
2020-06-15,Cabarrus,232
2020-06-15,Caldwell,115
2020-06-15,Davidson,202
2020-06-15,Durham,302
2020-06-15,Mecklenburg,1009
2020-06-15,Pitt,208
2020-06-16,Cabarrus,212
2020-06-16,Caldwell,105
2020-06-16,Davidson,185
2020-06-16,Durham,276
2020-06-16,Mecklenburg,922
2020-06-16,Pitt,190
2020-06-17,Cabarrus,192
2020-06-17,Caldwell,95
2020-06-17,Davidson,167
2020-06-17,Durham,250
2020-06-17,Mecklenburg,834
2020-06-17,Pitt,172
2020-06-18,Cabarrus,202
2020-06-18,Caldwell,100
2020-06-18,Davidson,176
2020-06-18,Durham,263
2020-06-18,Mecklenburg,878
2020-06-18,Pitt,181
2020-06-19,Cabarrus,202
2020-06-19,Caldwell,100
2020-06-19,Davidson,176
2020-06-19,Durham,263
2020-06-19,Mecklenburg,878
2020-06-19,Pitt,181
2020-06-20,Cabarrus,222
2020-06-20,Caldwell,110
2020-06-20,Davidson,194
2020-06-20,Durham,289
2020-06-20,Mecklenburg,966
2020-06-20,Pitt,199
2020-06-21,Cabarrus,242
2020-06-21,Caldwell,120
2020-06-21,Davidson,211
2020-06-21,Durham,316
2020-06-21,Mecklenburg,1053
2020-06-21,Pitt,217
2020-06-22,Cabarrus,232
2020-06-22,Caldwell,115
2020-06-22,Davidson,202
2020-06-22,Durham,302
2020-06-22,Mecklenburg,1009
2020-06-22,Pitt,208
2020-06-23,Cabarrus,212
2020-06-23,Caldwell,105
2020-06-23,Davidson,185
2020-06-23,Durham,276
2020-06-23,Mecklenburg,922
2020-06-23,Pitt,190
2020-06-24,Cabarrus,192
2020-06-24,Caldwell,95
2020-06-24,Davidson,167
2020-06-24,Durham,250
2020-06-24,Mecklenburg,834
2020-06-24,Pitt,172
2020-06-25,Cabarrus,202
2020-06-25,Caldwell,100
2020-06-25,Davidson,176
2020-06-25,Durham,263
2020-06-25,Mecklenburg,878
2020-06-25,Pitt,181
2020-06-26,Cabarrus,202
2020-06-26,Caldwell,100
2020-06-26,Davidson,176
2020-06-26,Durham,263
2020-06-26,Mecklenburg,878
2020-06-26,Pitt,181
2020-06-27,Cabarrus,222
2020-06-27,Caldwell,110
2020-06-27,Davidson,194
2020-06-27,Durham,289
2020-06-27,Mecklenburg,966
2020-06-27,Pitt,199
2020-06-28,Cabarrus,242
2020-06-28,Caldwell,120
2020-06-28,Davidson,211
2020-06-28,Durham,316
2020-06-28,Mecklenburg,1053
2020-06-28,Pitt,217
2020-06-29,Cabarrus,232
2020-06-29,Caldwell,115
2020-06-29,Davidson,202
2020-06-29,Durham,302
2020-06-29,Mecklenburg,1009
2020-06-29,Pitt,208
2020-06-30,Cabarrus,212
2020-06-30,Caldwell,105
2020-06-30,Davidson,185
2020-06-30,Durham,276
2020-06-30,Mecklenburg,922
2020-06-30,Pitt,190
2020-07-01,Cabarrus,203
2020-07-01,Caldwell,102
2020-07-01,Davidson,175
2020-07-01,Durham,262
2020-07-01,Mecklenburg,900
2020-07-01,Pitt,188
2020-07-02,Cabarrus,214
2020-07-02,Caldwell,107
2020-07-02,Davidson,185
2020-07-02,Durham,276
2020-07-02,Mecklenburg,947
2020-07-02,Pitt,198
2020-07-03,Cabarrus,214
2020-07-03,Caldwell,107
2020-07-03,Davidson,185
2020-07-03,Durham,276
2020-07-03,Mecklenburg,947
2020-07-03,Pitt,198
2020-07-04,Cabarrus,235
2020-07-04,Caldwell,118
2020-07-04,Davidson,203
2020-07-04,Durham,303
2020-07-04,Mecklenburg,1042
2020-07-04,Pitt,218
2020-07-05,Cabarrus,257
2020-07-05,Caldwell,129
2020-07-05,Davidson,222
2020-07-05,Durham,331
2020-07-05,Mecklenburg,1137
2020-07-05,Pitt,238
2020-07-06,Cabarrus,246
2020-07-06,Caldwell,123
2020-07-06,Davidson,212
2020-07-06,Durham,317
2020-07-06,Mecklenburg,1090
2020-07-06,Pitt,228
2020-07-07,Cabarrus,225
2020-07-07,Caldwell,113
2020-07-07,Davidson,194
2020-07-07,Durham,289
2020-07-07,Mecklenburg,995
2020-07-07,Pitt,208
2020-07-08,Cabarrus,203
2020-07-08,Caldwell,102
2020-07-08,Davidson,175
2020-07-08,Durham,262
2020-07-08,Mecklenburg,900
2020-07-08,Pitt,188
2020-07-09,Cabarrus,214
2020-07-09,Caldwell,107
2020-07-09,Davidson,185
2020-07-09,Durham,276
2020-07-09,Mecklenburg,947
2020-07-09,Pitt,198
2020-07-10,Cabarrus,214
2020-07-10,Caldwell,107
2020-07-10,Davidson,185
2020-07-10,Durham,276
2020-07-10,Mecklenburg,947
2020-07-10,Pitt,198
2020-07-11,Cabarrus,235
2020-07-11,Caldwell,118
2020-07-11,Davidson,203
2020-07-11,Durham,303
2020-07-11,Mecklenburg,1042
2020-07-11,Pitt,218
2020-07-12,Cabarrus,257
2020-07-12,Caldwell,129
2020-07-12,Davidson,222
2020-07-12,Durham,331
2020-07-12,Mecklenburg,1137
2020-07-12,Pitt,238
2020-07-13,Cabarrus,246
2020-07-13,Caldwell,123
2020-07-13,Davidson,212
2020-07-13,Durham,317
2020-07-13,Mecklenburg,1090
2020-07-13,Pitt,228
2020-07-14,Cabarrus,225
2020-07-14,Caldwell,113
2020-07-14,Davidson,194
2020-07-14,Durham,289
2020-07-14,Mecklenburg,995
2020-07-14,Pitt,208
2020-07-15,Cabarrus,203
2020-07-15,Caldwell,102
2020-07-15,Davidson,175
2020-07-15,Durham,262
2020-07-15,Mecklenburg,900
2020-07-15,Pitt,188
2020-07-16,Cabarrus,214
2020-07-16,Caldwell,107
2020-07-16,Davidson,185
2020-07-16,Durham,276
2020-07-16,Mecklenburg,947
2020-07-16,Pitt,198
2020-07-17,Cabarrus,214
2020-07-17,Caldwell,107
2020-07-17,Davidson,185
2020-07-17,Durham,276
2020-07-17,Mecklenburg,947
2020-07-17,Pitt,198
2020-07-18,Cabarrus,235
2020-07-18,Caldwell,118
2020-07-18,Davidson,203
2020-07-18,Durham,303
2020-07-18,Mecklenburg,1042
2020-07-18,Pitt,218
2020-07-19,Cabarrus,257
2020-07-19,Caldwell,129
2020-07-19,Davidson,222
2020-07-19,Durham,331
2020-07-19,Mecklenburg,1137
2020-07-19,Pitt,238
2020-07-20,Cabarrus,246
2020-07-20,Caldwell,123
2020-07-20,Davidson,212
2020-07-20,Durham,317
2020-07-20,Mecklenburg,1090
2020-07-20,Pitt,228
2020-07-21,Cabarrus,225
2020-07-21,Caldwell,113
2020-07-21,Davidson,194
2020-07-21,Durham,289
2020-07-21,Mecklenburg,995
2020-07-21,Pitt,208
2020-07-22,Cabarrus,203
2020-07-22,Caldwell,102
2020-07-22,Davidson,175
2020-07-22,Durham,262
2020-07-22,Mecklenburg,900
2020-07-22,Pitt,188
2020-07-23,Cabarrus,214
2020-07-23,Caldwell,107
2020-07-23,Davidson,185
2020-07-23,Durham,276
2020-07-23,Mecklenburg,947
2020-07-23,Pitt,198
2020-07-24,Cabarrus,214
2020-07-24,Caldwell,107
2020-07-24,Davidson,185
2020-07-24,Durham,276
2020-07-24,Mecklenburg,947
2020-07-24,Pitt,198
2020-07-25,Cabarrus,235
2020-07-25,Caldwell,118
2020-07-25,Davidson,203
2020-07-25,Durham,303
2020-07-25,Mecklenburg,1042
2020-07-25,Pitt,218
2020-07-26,Cabarrus,257
2020-07-26,Caldwell,129
2020-07-26,Davidson,222
2020-07-26,Durham,331
2020-07-26,Mecklenburg,1137
2020-07-26,Pitt,238
2020-07-27,Cabarrus,246
2020-07-27,Caldwell,123
2020-07-27,Davidson,212
2020-07-27,Durham,317
2020-07-27,Mecklenburg,1090
2020-07-27,Pitt,228
2020-07-28,Cabarrus,225
